MAT00025046 TlSb 221 2 HSP_SM mp-6958
MAT00025058 SrSi 221 2 HSP_SM mp-6907
MAT00025085 SiOs 221 2 HSP_SM mp-10015
MAT00025118 TlI 221 2 Triv_Ins mp-23197
MAT00025120 ThC 221 2 TCI mp-998901
MAT00025128 RbCl 221 2 Triv_Ins mp-23299
MAT00025130 RbBr 221 2 Triv_Ins mp-23303
MAT00025180 RbAu 221 2 Triv_Ins mp-30373
MAT00025187 LaIn 221 2 HSP_SM mp-20582
MAT00025199 TiPt 221 2 HSP_SM mp-11552
MAT00025230 DyAs 221 2 HSL_SM mp-1010161
MAT00025316 ZnNi 221 2 HSL_SM mp-1486
MAT00025346 ZrZn 221 2 HSL_SM mp-570276
MAT00025385 Te 221 2 HSP_SM mp-10654
MAT00025388 TmRh 221 2 TCI mp-11564
MAT00025407 PrBi 221 2 HSL_SM mp-1011031
MAT00025410 ErAs 221 2 HSL_SM mp-1002226
MAT00025414 DyP 221 2 HSL_SM mp-1002223
MAT00025434 TiOs 221 2 HSL_SM mp-291
MAT00025438 NaCl 221 2 Triv_Ins mp-22851
MAT00025446 HoBi 221 2 HSL_SM mp-1001913
MAT00025450 DySb 221 2 HSL_SM mp-1008924
MAT00025454 YCu 221 2 HSP_SM mp-712
MAT00025459 YAg 221 2 HSP_SM mp-2474
MAT00025464 ZrOs 221 2 TI mp-11541
MAT00025468 CsI 221 2 Triv_Ins mp-1056920
MAT00025472 TiFe 221 2 TI mp-305
MAT00025480 YSb 221 2 HSL_SM mp-998897
MAT00025489 IN 221 2 HSP_SM mp-1056900
MAT00025583 AlAu 221 2 TCI mp-10871
MAT00025638 PuRu 221 2 HSP_SM mp-11555
MAT00025646 InSb 221 2 HSL_SM mp-10148
MAT00025686 HoAu 221 2 HSP_SM mp-11245
MAT00025693 TmAg 221 2 HSP_SM mp-2796
MAT00025698 YbHg 221 2 HSP_SM mp-2545
MAT00025703 YbPd 221 2 TCI mp-2547
MAT00025708 ScP 221 2 HSL_SM mp-16728
MAT00025760 SmCu 221 2 HSP_SM mp-12586
MAT00025777 SnTe 221 2 TI mp-1481
MAT00025787 PrAl 221 2 HSL_SM mp-10902
MAT00025791 YbZn 221 2 HSP_SM mp-1703
MAT00025805 NdAl 221 2 HSL_SM mp-12793
MAT00025813 LuIr 221 2 TCI mp-1529
MAT00025830 PrAu 221 2 HSP_SM mp-11255
MAT00025834 ScAu 221 2 HSP_SM mp-11256
MAT00025838 CaHg 221 2 HSP_SM mp-11286
MAT00025847 ErCu 221 2 HSP_SM mp-1955
MAT00025852 DyTl 221 2 HSP_SM mp-11374
MAT00025880 ScRh 221 2 TCI mp-1780
MAT00025884 TbAg 221 2 HSP_SM mp-2268
MAT00025892 ZrRu 221 2 TI mp-214
MAT00025900 NpAs 221 2 HSL_SM mp-20895
MAT00025920 SmRh 221 2 TCI mp-436
MAT00025943 CsCl 221 2 Triv_Ins mp-22865
MAT00025946 TlBr 221 2 Triv_Ins mp-22875
MAT00025985 LiAg 221 2 TCI mp-2426
MAT00025993 KF 221 2 Triv_Ins mp-8454
MAT00026013 CuN 221 2 HSP_SM mvc-15374
MAT00026019 ReN 221 2 HSL_SM mp-1002207
MAT00026023 OsC 221 2 HSL_SM mp-1009537
MAT00025025 CeHg 221 2 HSP_SM mp-702
MAT00025031 ZrPt 221 2 HSP_SM mp-11554
MAT00025037 ScCu 221 2 HSP_SM mp-1169
MAT00025047 TcN 221 2 HSL_SM mp-1002117
MAT00025066 GeTe 221 2 HSL_SM mp-672698
MAT00025071 NaH 221 2 Triv_Ins mp-1009220
MAT00025078 LiTl 221 2 Triv_Ins mp-934
MAT00025086 BaZn 221 2 HSP_SM mp-902
MAT00025088 InRh 221 2 HSL_SM mp-899
MAT00025093 CeCd 221 2 TI mp-1057545
MAT00025177 TiNi 221 2 HSP_SM mp-571
MAT00025193 AlRh 221 2 HSL_SM mp-364
MAT00025198 SrCd 221 2 HSP_SM mp-30496
MAT00025227 NdTl 221 2 HSP_SM mp-571405
MAT00025248 TaN 221 2 HSP_SM mp-1009831
MAT00025256 TmTl 221 2 HSP_SM mp-515
MAT00025260 TiRu 221 2 TI mp-592
MAT00025264 SiRu 221 2 HSL_SM mp-381
MAT00025268 LuRh 221 2 TCI mp-377
MAT00025309 AgBr 221 2 Triv_Ins mp-1060967
MAT00025318 LaN 221 2 TCI mp-13132
MAT00025326 ErP 221 2 HSL_SM mp-1002224
MAT00025341 CsH 221 2 Triv_Ins mp-632319
MAT00025345 LuAs 221 2 HSP_SM mp-1009016
MAT00025357 SrHg 221 2 HSP_SM mp-542
MAT00025366 TmIr 221 2 TCI mp-11483
MAT00025378 DyAu 221 2 HSP_SM mp-11240
MAT00025381 BeNi 221 2 TCI mp-1033
MAT00025389 WC 221 2 HSP_SM mp-1008630
MAT00025409 GaAg 221 2 TCI mp-11478
MAT00025412 HoAs 221 2 HSL_SM mp-1001917
MAT00025416 SrMg 221 2 HSP_SM mp-2564
MAT00025452 HoCu 221 2 HSP_SM mp-1971
MAT00025456 TbAl 221 2 TI mp-1009839
MAT00025463 PbS 221 2 TI mp-21039
MAT00025473 BrN 221 2 HSP_SM mp-1059160
MAT00025477 ScN 221 2 HSL_SM mp-12981
MAT00025481 VN 221 2 HSP_SM mp-1002105
MAT00025485 NCl 221 2 HSP_SM mp-1058151
MAT00025488 KCl 221 2 Triv_Ins mp-23289
MAT00025494 AlRe 221 2 HSL_SM mp-10908
MAT00025633 HoAg 221 2 HSP_SM mp-2778
MAT00025661 TbAu 221 2 HSP_SM mp-11258
MAT00025668 TbCu 221 2 HSP_SM mp-1837
MAT00025680 ErIr 221 2 TCI mp-2713
MAT00025695 VTc 221 2 HSL_SM mp-2540
MAT00025702 YbCd 221 2 HSP_SM mp-1857
MAT00025709 DyCu 221 2 HSP_SM mp-2334
MAT00025717 MnV 221 2 TI mp-316
MAT00025730 NdAg 221 2 HSP_SM mp-1236
MAT00025737 SrTe 221 2 HSL_SM mp-10653
MAT00025745 BaSe 221 2 Triv_Ins mp-10680
MAT00025758 CaCd 221 2 HSP_SM mp-1073
MAT00025762 AlIr 221 2 TCI mp-1885
MAT00025766 BaTe 221 2 TCI mp-2600
MAT00025771 PrTl 221 2 HSP_SM mp-12599
MAT00025775 ErAg 221 2 HSP_SM mp-2621
MAT00025809 ThTe 221 2 HSP_SM mp-1921
MAT00025819 ErRh 221 2 TCI mp-2381
MAT00025831 HoTl 221 2 HSP_SM mp-1540
MAT00025849 ErIn 221 2 HSP_SM mp-11370
MAT00025927 TmAu 221 2 HSP_SM mp-447
MAT00025954 AgI 221 2 Triv_Ins mp-22915
MAT00025975 HoIr 221 2 TCI mp-11476
MAT00026004 MgO 221 2 Triv_Ins mp-1009127
MAT00026007 TbRh 221 2 TCI mp-11561
MAT00025032 TmCu 221 2 HSP_SM mp-985
