MAT00016753 Ba(AsPd)2 139 5 HSL_SM mp-6962
MAT00016774 Th(GeRu)2 139 5 TI mp-672310
MAT00016778 Ca(CuP)2 139 5 TI mp-7422
MAT00016786 Sr(SiAu)2 139 5 TI mp-7365
MAT00016801 Na2H2Pd 139 5 Triv_Ins mp-23954
MAT00016816 Sr(GeIr)2 139 5 TI mp-978853
MAT00016825 Th(CoSi)2 139 5 HSL_SM mp-7072
MAT00016842 Li2H2Pd 139 5 TCI mp-644389
MAT00016861 Sr(CdGe)2 139 5 TI mp-7881
MAT00016869 Th(SiOs)2 139 5 TI mp-3166
MAT00016873 Ce(SiAu)2 139 5 TCI mp-5173
MAT00016887 U(SiRh)2 139 5 HSL_SM mp-5556
MAT00016894 Ce(FeSi)2 139 5 HSL_SM mp-3035
MAT00016899 Ca(NiGe)2 139 5 TCI mp-2949
MAT00016946 Yb(SiRu)2 139 5 TI mp-3415
MAT00016963 Th(CrGe)2 139 5 HSL_SM mp-3447
MAT00016741 Ca(AgGe)2 139 5 HSL_SM mp-7878
MAT00016742 Ba(MgGe)2 139 5 TI mp-7876
MAT00016746 Sr(CrAs)2 139 5 TI mp-570031
MAT00016749 Ba(SbPd)2 139 5 TCI mp-6963
MAT00016785 Sr(AgSn)2 139 5 HSL_SM mp-7366
MAT00016789 Sr(CoGe)2 139 5 TI mp-7361
MAT00016797 Cs2HgO2 139 5 Triv_Ins mp-7232
MAT00016845 Ca(PRh)2 139 5 TCI mp-8580
MAT00016850 Th(CuSi)2 139 5 TCI mp-5948
MAT00016862 Sr(SiAg)2 139 5 HSL_SM mp-7880
MAT00016879 Ca(CoP)2 139 5 TCI mp-3210
MAT00016888 Yb(SiNi)2 139 5 TCI mp-5916
MAT00016892 Sr(CoP)2 139 5 TCI mp-5671
MAT00016900 Sr(PRu)2 139 5 TI mp-3804
MAT00016903 U(CrSi)2 139 5 HSL_SM mp-5284
MAT00016915 U(SiOs)2 139 5 TI mp-5786
MAT00016924 Ca(AsRu)2 139 5 TI mp-5610
MAT00016936 Ba(CrAs)2 139 5 HSL_SM mp-571339
MAT00016979 Th(FeGe)2 139 5 TI mp-20238
MAT00016987 U(MnGe)2 139 5 TCI mp-20341
MAT00016995 Hf3Te2 139 5 Triv_Ins mp-28919
MAT00016999 Ce(SiRu)2 139 5 HSL_SM mp-3566
MAT00017023 U(CuSi)2 139 5 TCI mp-22374
MAT00017029 SrIn4 139 5 HSL_SM mp-22466
MAT00017031 Sr(AlPb)2 139 5 HSL_SM mp-20872
MAT00017035 Zr(SiNi)2 139 5 TCI mp-7707
MAT00017063 Yb(CoSi)2 139 5 TI mp-5326
MAT00017102 Yb(PRu)2 139 5 TI mp-568095
MAT00017110 U(GeIr)2 139 5 HSL_SM mp-21046
MAT00017113 Hf2H2Pd 139 5 TCI mp-1069811
MAT00017155 Th(SiPd)2 139 5 TCI mp-5508
MAT00017161 Bi2SeO2 139 5 Triv_Ins mp-552098
