MAT00021629 ZrSiRu 189 9 HSL_SM mp-7544
MAT00021635 LiPrGe 189 9 TCI mp-8481
MAT00021639 K2HfF6 189 9 Triv_Ins mp-8415
MAT00021643 Zr6FeTe2 189 9 HSL_SM mp-9381
MAT00021655 PrMgGa 189 9 TCI mp-7239
MAT00021660 HoAgGe 189 9 TCI mp-7093
MAT00021665 NdInPd 189 9 HSL_SM mp-642019
MAT00021668 MnNbGe 189 9 HSL_SM mp-9951
MAT00021628 MnNbSi 189 9 HSL_SM mp-7829
MAT00021632 ScMnSi 189 9 HSL_SM mp-9550
MAT00021636 SmInPd 189 9 HSL_SM mp-982004
MAT00021642 ErSnRh 189 9 HSL_SM mp-31298
MAT00021647 NdInPt 189 9 HSL_SM mp-672307
MAT00021650 CaPdPb 189 9 TCI mp-672254
MAT00021674 YMgGa 189 9 TCI mp-5590
MAT00021679 HoAlNi 189 9 HSL_SM mp-2909
MAT00021683 Zr3(Cu2Si)2 189 9 TCI mp-7930
MAT00021697 GePt2 189 9 HSL_SM mp-20061
MAT00021698 YAgPb 189 9 TCI mp-21505
MAT00021706 CeMgPd 189 9 HSL_SM mp-19731
MAT00021710 TbInNi 189 9 HSL_SM mp-582293
MAT00021717 CeInIr 189 9 TCI mp-20449
MAT00021721 TmAgPb 189 9 HSL_SM mp-20522
MAT00021723 HoMgIn 189 9 TCI mp-20538
MAT00021730 LuAgSn 189 9 TCI mp-3608
MAT00021734 CeInCu 189 9 TCI mp-20665
MAT00021742 HoInNi 189 9 HSL_SM mp-31426
MAT00021755 HoTlPd 189 9 HSL_SM mp-30732
MAT00021758 YMgAg 189 9 TCI mp-30737
MAT00021760 TbInPt 189 9 HSL_SM mp-567413
MAT00021762 LuInPt 189 9 HSL_SM mp-569848
MAT00021764 CaCdPb 189 9 HSL_SM mp-623089
MAT00021770 DyMgIn 189 9 TCI mp-20573
MAT00021772 DyAgGe 189 9 TCI mp-567574
MAT00021791 DyInNi 189 9 HSL_SM mp-569086
MAT00021800 Dy6FeSb2 189 9 HSL_SM mp-4189
MAT00021802 Lu6Sb2Mo 189 9 Triv_Ins mp-11755
MAT00021803 ErInPd 189 9 HSL_SM mp-4508
MAT00021824 YTlPd 189 9 HSL_SM mp-11547
MAT00021825 LiErGe 189 9 TCI mp-13474
MAT00021827 Lu8Te 189 9 HSL_SM mp-11584
MAT00021828 TbAgGe 189 9 TCI mp-10079
MAT00021836 CaCdGe 189 9 TCI mp-16258
MAT00021840 Y3Al3NiGe2 189 9 HSL_SM mp-10209
MAT00021844 HoSnRh 189 9 HSL_SM mp-11971
MAT00021846 Hf3(Cu2Ge)2 189 9 TCI mp-10379
MAT00021848 LaMgTl 189 9 TCI mp-11985
MAT00021850 Sc6FeTe2 189 9 HSL_SM mp-10445
MAT00021873 NdMgGa 189 9 TCI mp-11155
MAT00021874 TmMgGa 189 9 TCI mp-11156
MAT00021875 SmMgGa 189 9 TCI mp-11157
MAT00021877 Zr6FeSb2 189 9 HSL_SM mp-12962
MAT00021878 Hf6NiSb2 189 9 TCI mp-15297
MAT00021879 Zr6Sb2Pt 189 9 HSL_SM mp-12972
MAT00021880 Lu6FeSb2 189 9 HSL_SM mp-11203
MAT00021882 Tm6FeSb2 189 9 HSL_SM mp-11204
MAT00021886 YAlNi 189 9 TCI mp-13095
MAT00021908 Ho6FeSb2 189 9 HSL_SM mp-4416
MAT00021925 TmInPd 189 9 HSL_SM mp-1078235
MAT00021927 TmAgSn 189 9 TCI mp-2990
MAT00021934 LaInNi 189 9 HSL_SM mp-1078593
MAT00021945 ThGaRh 189 9 HSL_SM mp-1078694
MAT00021953 DyMgAg 189 9 TCI mp-1078820
MAT00021956 YSnRh 189 9 HSL_SM mp-1078827
MAT00021959 DyCdCu 189 9 HSL_SM mp-1078853
MAT00021972 TiO2 189 9 Triv_Ins mp-1079207
MAT00021975 LuSnRh 189 9 HSL_SM mp-1079148
MAT00021976 Hf6Al2Pt 189 9 HSL_SM mp-1079155
MAT00021983 DyCdGa 189 9 TCI mp-1079242
MAT00021987 NiPRh 189 9 HSL_SM mp-1079265
MAT00021988 YbMgPb 189 9 TCI mp-1079319
MAT00021992 CeZnNi 189 9 Triv_Ins mp-1079342
MAT00022007 CoNiAs 189 9 TCI mp-1079542
MAT00022027 ThAlIr 189 9 TCI mp-1079846
MAT00022030 LuSnIr 189 9 HSL_SM mp-1079958
MAT00022033 SiNiPd 189 9 HSL_SM mp-1080033
MAT00022043 ScAgGe 189 9 TCI mp-1080424
MAT00022061 YbCdSn 189 9 TCI mp-1080680
MAT00022069 ThAlRh 189 9 TCI mp-1080785
MAT00022077 NdCdGa 189 9 TCI mp-1084794
MAT00022079 YbMgSn 189 9 TCI mp-569745
MAT00022081 ErAgSn 189 9 TCI mp-13265
MAT00022089 Hf6Ga2Fe 189 9 TCI mp-1087487
MAT00022095 ZrGeOs 189 9 HSL_SM mp-1091395
MAT00022112 SmCdGa 189 9 TCI mp-1095197
MAT00021630 SiPd2 189 9 HSL_SM mp-697068
MAT00021641 LuAlPd 189 9 HSL_SM mp-973629
MAT00021645 ErAgGe 189 9 TCI mp-9343
MAT00021648 YInNi 189 9 HSL_SM mp-672299
MAT00021651 BaNaP 189 9 Triv_Ins mp-9732
MAT00021666 NaSrAs 189 9 Triv_Ins mp-9775
MAT00021676 DyAlNi 189 9 TCI mp-3053
MAT00021677 TbAlPd 189 9 HSL_SM mp-3197
MAT00021681 CaAgAs 189 9 TCI mp-5615
MAT00021684 SmSiAg 189 9 TCI mp-972524
MAT00021685 NdAlPd 189 9 HSL_SM mp-976368
MAT00021688 Lu3Ga5Ni 189 9 TCI mp-973878
MAT00021692 SmMgIn 189 9 TCI mp-21456
MAT00021696 YMgIn 189 9 TCI mp-21503
MAT00021699 LaMgGa 189 9 TCI mp-21509
MAT00021704 BaNaBi 189 9 TCI mp-31235
MAT00021712 NdInPd 189 9 HSL_SM mp-21887
MAT00021715 ErInPt 189 9 HSL_SM mp-3526
MAT00021716 ScInPt 189 9 HSL_SM mp-31297
MAT00021720 Ho6FeBi2 189 9 HSL_SM mp-30328
MAT00021732 HfFeGe 189 9 TCI mp-22191
MAT00021740 DyInPt 189 9 HSL_SM mp-22384
MAT00021744 ErInNi 189 9 HSL_SM mp-31427
MAT00021748 Tb3Mn3Ga2Si 189 9 HSL_SM mp-22582
MAT00021751 YbSnPd 189 9 TCI mp-4106
MAT00021754 NdSnRh 189 9 TCI mp-567214
MAT00021759 LaTlPd 189 9 HSL_SM mp-30754
MAT00021763 TmInPt 189 9 HSL_SM mp-20103
MAT00021779 BaI2 189 9 Triv_Ins mp-568536
MAT00021782 CaCdSn 189 9 TCI mp-568695
MAT00021785 ErAgGe 189 9 TCI mp-570026
MAT00021787 LaInPt 189 9 TCI mp-20451
MAT00021789 BaCl2 189 9 Triv_Ins mp-567680
MAT00021790 SmTlPd 189 9 HSL_SM mp-569047
MAT00021794 LaCdAu 189 9 TCI mp-542251
MAT00021797 YbInAu 189 9 TCI mp-570912
MAT00021798 SiPt2 189 9 TCI mp-1024071
MAT00021801 HoInPd 189 9 HSL_SM mp-4299
MAT00021804 PrSnRh 189 9 TCI mp-12381
MAT00021806 ErTlPd 189 9 HSL_SM mp-30609
MAT00021807 YAlPd 189 9 HSL_SM mp-12961
MAT00021809 Rb2ThF6 189 9 Triv_Ins mp-13978
MAT00021811 ScCuSi 189 9 TCI mp-15322
MAT00021812 Hf3(Cu2Si)2 189 9 TCI mp-15987
MAT00021813 ErAgPb 189 9 HSL_SM mp-16745
MAT00021837 ScPRu 189 9 HSL_SM mp-16305
MAT00021839 Sc6Te2Os 189 9 HSL_SM mp-11754
MAT00021845 TmSnRh 189 9 HSL_SM mp-11974
MAT00021847 YMgTl 189 9 TCI mp-11984
MAT00021849 SmMgTl 189 9 TCI mp-11987
MAT00021851 Sc6NiTe2 189 9 HSL_SM mp-10446
MAT00021855 Dy6FeTe2 189 9 HSL_SM mp-10516
MAT00021856 TiGePd 189 9 TCI mp-16740
MAT00021857 CaAgP 189 9 TCI mp-12277
MAT00021858 LuAgPb 189 9 HSL_SM mp-16747
MAT00021861 LaSnRh 189 9 TCI mp-12378
MAT00021862 Er3Al3NiGe2 189 9 HSL_SM mp-12388
MAT00021867 Zr6Al2Fe 189 9 HSL_SM mp-11038
MAT00021871 Tb6FeSb2 189 9 HSL_SM mp-12901
MAT00021881 Y6FeSb2 189 9 HSL_SM mp-11202
MAT00021884 YMgAl 189 9 TCI mp-13090
MAT00021885 Zr6Al2Ni 189 9 HSL_SM mp-13092
MAT00021889 YMgCu 189 9 HSL_SM mp-13171
MAT00021890 DyTlPd 189 9 HSL_SM mp-11373
MAT00021891 NaSrP 189 9 Triv_Ins mp-13275
MAT00021892 LiHoGe 189 9 TCI mp-15820
MAT00021893 LiNdGe 189 9 TCI mp-15821
MAT00021894 LiSmGe 189 9 TCI mp-15822
MAT00021896 Zr3(Cu2Ge)2 189 9 TCI mp-15985
MAT00021897 GePd2 189 9 HSL_SM mp-423
MAT00021899 NdTlPd 189 9 HSL_SM mp-30799
MAT00021900 TmMgIn 189 9 TCI mp-20979
MAT00021903 Dy3Mn3Ga2Si 189 9 HSL_SM mp-21038
MAT00021906 DyAgGe 189 9 TCI mp-21045
MAT00021909 TbTlPd 189 9 HSL_SM mp-30837
MAT00021912 YbSnPt 189 9 TCI mp-22779
MAT00021916 K2UF6 189 9 Triv_Ins mp-4731
MAT00021917 Tb6FeBi2 189 9 HSL_SM mp-22972
MAT00021918 HoInPt 189 9 HSL_SM mp-21290
MAT00021921 YInPt 189 9 HSL_SM mp-19740
MAT00021928 LiYSi 189 9 TCI mp-14208
MAT00021933 ErAlPd 189 9 HSL_SM mp-1078545
MAT00021940 NdInNi 189 9 HSL_SM mp-1078673
MAT00021942 ErCdGa 189 9 TCI mp-1078684
MAT00021944 YbCdGe 189 9 TCI mp-1078690
MAT00021948 ZrGaRh 189 9 HSL_SM mp-1078756
MAT00021950 TmAgGe 189 9 TCI mp-1078772
MAT00021955 ErAlNi 189 9 TCI mp-1078826
MAT00021961 ErSnIr 189 9 HSL_SM mp-1078876
MAT00021962 HfSiRu 189 9 HSL_SM mp-1078884
MAT00021965 TbAlNi 189 9 HSL_SM mp-11538
MAT00021966 LiTbGe 189 9 TCI mp-1078961
MAT00021973 LuInPd 189 9 HSL_SM mp-1079085
MAT00021974 ErMgAg 189 9 HSL_SM mp-1079097
MAT00021977 TaReSi 189 9 HSL_SM mp-1079158
MAT00021981 YbAlCu 189 9 TCI mp-1078543
MAT00021985 ZrGaCo 189 9 HSL_SM mp-1079246
