0 0.58321 0.09793 -0.17458 -0.26393 -0.07549 -0.32603 -0.02293 -0.08809 0.00963 -0.17704 0.15344 0.25827 0.03413 -0.00388 -0.02148 -0.05222 -0.07202 -0.03334 -0.04301 0.00705
0 0.17145 0.15307 0.01387 0.45477 0.04172 0.02575 -0.05106 -0.09855 -0.07036 -0.03461 -0.00942 0.25088 0.03353 -0.07525 -0.00344 0.03127 0.1415 -0.02987 0.08588 0.09356
0 0.58824 0.1198 -0.18835 -0.19234 -0.05954 -0.2235 -0.08548 -0.07057 -0.08483 0.33474 -0.32501 -0.2287 -0.08676 0.08501 -0.03334 0.05621 0.04027 0.06196 0.04941 -0.07602
0 0.61204 0.1277 -0.18313 -0.22782 -0.06343 0.09586 0.02847 -0.21593 0.0593 -0.20986 -0.0964 0.24068 0.11193 -0.24281 -0.0309 0.03759 -0.09524 -0.02363 -0.03128 0.0496
0 0.61289 0.10297 -0.15351 -0.1709 -0.00367 0.37887 0.09341 -0.16789 0.10818 -0.23022 -0.06558 -0.17172 0.01689 -0.14737 0.02324 0.06536 -0.02061 -0.00537 -0.02528 0.00135
1 -0.28859 0.68545 0.42383 -0.07586 0.00832 -0.03069 0.03598 0.01808 0.06898 -0.02079 -0.04569 -0.03946 -0.0292 0.01535 0.01997 -0.09007 -0.15036 0.0477 0.00061 0.01963
0 -0.16717 -0.02719 -0.17665 -0.03416 -0.37306 0.06833 0.02277 0.19576 -0.02461 0.11925 0.12897 0.05304 0.07566 -0.01449 0.40589 0.34556 -0.174 0.0105 0.41333 0.16458
0 -0.40946 -0.22771 -0.24167 0.01983 -0.09552 -0.06394 0.31101 -0.11016 0.16877 0.06039 0.03116 -0.02951 0.06057 0.05084 -0.20362 0.01241 -0.07446 0.05675 0.15089 0.07777
1 -0.19911 -0.08909 -0.13427 0.04989 -0.32924 0.03312 -0.13397 -0.0142 0.21616 0.15857 0.08001 0.03156 0.00227 -0.05261 0.45182 0.0215 -0.11289 -0.12508 -0.02285 -0.11839
0 -0.22578 -0.21513 0.06436 0.06526 -0.12916 -0.04149 -0.01056 -0.22815 -0.09877 -0.00705 0.02911 -0.12031 0.44888 0.13623 -0.09477 0.04523 -0.13027 0.03045 -0.15187 -0.1159
0 0.52445 0.01901 -0.06201 -0.22989 -0.05491 0.2345 0.07069 -0.17999 0.05555 -0.30116 0.09873 -0.19436 -0.07064 -0.03961 0.07594 -0.0328 0.10608 0.05401 0.06322 0.02086
0 -0.19024 0.6496 0.43582 -0.0506 -0.08769 -0.03437 0.04031 0.01715 0.16235 0.0548 0.05441 0.04498 0.05484 -0.04097 -0.0872 0.20896 0.34484 -0.11612 0.00141 -0.03421
0 0.04599 -0.5617 0.46799 -0.06765 -0.13114 0.03211 0.14714 0.0658 -0.0576 -0.00857 -0.11016 0.05669 -0.10595 -0.05489 0.01988 -0.11867 0.06439 -0.00803 -0.02713 -0.00142
0 -0.47797 -0.02213 -0.27148 -0.11971 0.25801 -0.03175 0.25203 -0.10001 -0.16369 0.01842 0.01098 -0.01069 0.13718 0.03101 0.05885 0.00828 0.08568 -0.02281 -0.02836 -0.01626
0 -0.27424 -0.14198 0.05279 0.00436 0.03483 -0.01427 -0.25381 -0.20519 -0.14703 -0.07605 0.00466 -0.13457 0.48473 0.16276 -0.02461 0.0237 -0.07646 -0.07008 -0.07908 -0.11319
0 -0.49386 0.02104 -0.43776 -0.11405 -0.09113 0.02842 0.04527 0.19231 -0.04853 -0.09359 -0.06216 -0.00353 -0.00723 -0.00219 -0.05647 0.03925 0.08119 -0.05776 0.07486 0.03031
1 -0.17842 0.64083 0.43844 -0.03411 -0.08373 -0.03728 0.03326 0.00405 0.149 0.05035 0.05635 0.04115 0.07325 -0.03156 -0.08557 0.20855 0.32878 -0.11117 0.00896 -0.02872
0 -0.45624 -0.1771 -0.28525 0.02118 0.18624 -0.02705 -0.03964 -0.06906 0.16681 -0.01153 0.00831 0.00711 -0.10459 0.00361 -0.16993 0.0041 0.01127 -0.05131 0.14215 0.03016
1 -0.044 -0.5862 0.39551 -0.08899 -0.11249 -0.06298 0.13749 0.09481 -0.01868 -0.01203 -0.01317 0.00067 -0.0758 -0.04152 -0.05861 0.14168 -0.12155 -0.06539 -0.04049 -0.07017
1 -0.42294 -0.01402 -0.39231 0.03186 -0.32696 0.01352 0.19789 0.0552 0.19018 0.04161 -0.05686 0.00329 -0.00837 0.02708 0.04468 -0.19051 0.04448 0.02572 -0.02817 0.04848
1 0.50025 -0.02753 -0.05972 -0.24858 -0.0316 -0.25169 0.01886 0.01899 0.0232 -0.25706 0.39319 -0.23949 -0.15806 0.23208 0.06472 -0.0602 0.08528 -0.00225 0.02237 0.00114
0 0.54059 0.1257 -0.18563 -0.27416 -0.14848 -0.39311 -0.1083 -0.15721 -0.11918 0.19181 -0.18321 0.18501 -0.01761 -0.00559 -0.06863 0.00381 -0.0179 0.07292 0.05656 -0.08877
1 -0.01888 -0.58237 0.40741 -0.10068 -0.10847 -0.06244 0.15069 0.11294 -0.02509 -0.01097 -0.00573 0.00567 -0.1001 -0.05363 -0.06512 0.13965 -0.10415 -0.04096 -0.06359 -0.06749
0 0.0592 -0.5569 0.46712 -0.07777 -0.13882 0.03253 0.15196 0.07233 -0.0623 -0.01539 -0.10706 0.05313 -0.11212 -0.05409 0.0252 -0.1164 0.06815 -0.01882 -0.02754 -0.00827
1 -0.11213 -0.49021 0.33188 0.08525 -0.11316 0.00088 0.01232 -0.10937 0.024 0.01054 -0.09165 0.01047 0.0794 0.00127 -0.0114 -0.129 0.01663 0.05476 0.02125 0.05214
1 0.47477 -0.02247 -0.05207 -0.25509 -0.0482 -0.26087 0.01853 0.00248 0.00772 -0.2718 0.41648 -0.21713 -0.16339 0.24548 0.07841 -0.081 0.11039 0.0124 0.04326 0.00736
0 0.36043 -0.12965 -0.01595 0.18449 0.33739 -0.00546 0.06017 0.29881 0.14928 -0.05383 0.07896 -0.08388 0.02999 -0.0042 -0.02863 0.06936 -0.05809 0.04943 -0.02507 -0.03931
0 0.43541 -0.05185 -0.05279 0.23494 0.32988 -0.16344 0.06193 0.38222 0.15554 -0.03511 0.09277 -0.08935 0.05634 0.07519 0.0069 0.01958 -0.05154 0.01405 -0.06046 -0.04727
0 -0.20234 0.4071 0.13257 -0.00919 -0.07521 0.01425 -0.07891 0.09364 0.00341 -0.02376 0.0128 0.01477 -0.15642 -0.06321 -0.07806 -0.00874 -0.05681 0.14794 -0.08915 0.02173
0 0.53166 0.12279 -0.14512 -0.03078 0.08516 -0.09831 -0.04788 0.01711 0.02375 0.08905 -0.10746 0.32552 0.10886 -0.01957 -0.05138 0.02182 -0.0609 -0.08697 -0.01309 0.13085
0 0.57085 0.11106 -0.17714 -0.1604 -0.0231 -0.18746 -0.09234 -0.03978 -0.07456 0.35658 -0.32107 -0.22892 -0.07778 0.09313 -0.03145 0.06249 0.0341 0.04555 0.04195 -0.03519
0 -0.1332 -0.43282 0.28955 0.03665 0.10959 0.04025 -0.25837 -0.11886 0.03885 -0.01765 -0.06554 -0.00481 0.15946 0.06236 0.04819 -0.13988 0.10988 0.0551 0.11068 0.1396
0 0.54884 0.13865 -0.19495 -0.25517 -0.1417 -0.36601 -0.11066 -0.14856 -0.11562 0.22429 -0.23002 0.18451 0.00459 -0.03379 -0.08291 0.02391 -0.04573 0.05918 0.032 -0.08445
0 0.60104 0.11132 -0.16866 -0.24791 -0.07045 0.05783 0.03012 -0.22276 0.05138 -0.24035 -0.0502 0.24155 0.08985 -0.21389 -0.01675 0.01157 -0.06327 -0.01053 -0.00449 0.05416
0 0.48873 0.00812 -0.04519 0.28255 0.33183 0.03644 0.03259 0.27067 0.11831 0.09 -0.1509 -0.0369 0.06981 0.0299 0.0387 -0.06259 0.04075 0.05456 0.05675 0.01344
0 -0.0589 -0.4922 0.35014 -0.02299 0.11059 0.05803 -0.18743 -0.06577 0.01885 -0.00844 -0.06329 0.02048 0.09944 0.05447 0.04586 -0.14653 0.14966 0.07018 0.0878 0.1506
0 -0.08035 -0.31188 0.30281 -0.05394 0.17926 0.04192 -0.16797 -0.14393 -0.14847 -0.00188 -0.01051 -0.03863 0.30779 0.09167 0.13004 -0.12227 0.1655 0.16629 0.01815 0.17521
0 0.02395 -0.56401 0.46181 -0.05288 -0.13412 0.03067 0.13348 0.04513 -0.0517 -0.00859 -0.11716 0.05337 -0.08589 -0.0423 0.02765 -0.12312 0.05064 -0.0301 -0.007 -0.00115
1 -0.47691 0.059 -0.35749 -0.13756 0.03656 0.00104 0.15458 0.05955 -0.19284 -0.04628 -0.02812 -0.03343 0.17641 0.03229 0.09203 0.03703 0.08354 -0.07671 -0.13799 -0.09767
0 -0.33851 -0.11051 -0.16455 0.22796 -0.15778 -0.02213 0.16399 -0.20439 0.18761 0.02878 -0.03452 -0.0001 -0.0554 0.03879 -0.11945 -0.20308 -0.03414 0.05012 0.10229 0.06692
0 -0.14391 -0.16823 0.01956 0.04292 0.11088 -0.00453 -0.25474 -0.0878 0.11487 0.14095 0.19109 0.02637 -0.02392 -0.15378 -0.02915 0.20068 0.00159 0.47227 -0.24038 0.10616
0 -0.2559 -0.09018 -0.1587 0.01745 -0.14656 0.03519 -0.30268 -0.04457 0.25386 0.14647 0.08338 0.04263 -0.06031 -0.09635 0.39602 -0.00998 -0.01203 -0.03799 -0.17481 -0.11794
0 0.24962 0.06316 0.00144 0.08262 -0.06494 0.32656 -0.01126 0.07435 -0.17158 0.18989 0.38055 -0.10201 0.12004 -0.40749 -0.12581 -0.23975 0.02641 0.07355 0.21436 -0.30744
0 -0.28365 0.6882 0.43583 -0.06705 0.0149 -0.03425 0.0367 0.00512 0.06414 -0.02011 -0.04344 -0.04505 -0.01214 0.02306 0.02468 -0.08872 -0.15824 0.04777 0.00111 0.0188
0 -0.50087 -0.10052 -0.27313 -0.04478 0.2461 -0.01797 -0.06824 -0.07362 0.08744 -0.0267 -0.00276 0.01219 -0.1124 -0.02239 -0.16282 0.00843 0.01465 -0.0283 0.13732 0.04551
1 -0.07457 -0.5885 0.35519 -0.06396 -0.1125 -0.06816 0.11984 0.04234 0.01823 -0.00141 -0.0018 -0.01342 -0.01884 -0.01863 -0.07839 0.13529 -0.11608 -0.04025 -0.02903 -0.04978
0 0.02958 -0.55413 0.41001 -0.1267 -0.11883 -0.05867 0.15699 0.1382 -0.04225 -0.0218 0.01177 0.00434 -0.13059 -0.05436 -0.04534 0.13644 -0.08048 -0.05044 -0.07125 -0.07498
0 -0.04528 -0.4735 0.30922 -0.11986 0.17445 -0.00957 -0.14944 0.05551 -0.01646 0.00038 0.06002 0.01071 -0.02645 -0.00044 -0.04975 0.12657 0.02593 0.09501 -0.00936 0.09871
1 -0.03347 -0.58418 0.39819 -0.09707 -0.11175 -0.06173 0.13948 0.10098 -0.02311 -0.01434 -0.0101 0.00101 -0.08548 -0.04049 -0.05236 0.14283 -0.11819 -0.07341 -0.03758 -0.07135
0 -0.28421 0.6886 0.43545 -0.06736 0.0144 -0.03399 0.03612 0.00644 0.064 -0.02092 -0.04397 -0.04496 -0.01309 0.023 0.02364 -0.08858 -0.15829 0.04824 0.00201 0.01958
0 -0.287 0.14093 -0.28717 -0.06127 -0.40298 0.13003 -0.24073 0.44259 -0.26388 -0.25087 -0.13322 -0.01419 0.07254 0.03741 -0.08954 0.04071 0.05672 0.09726 0.00491 0.06647
0 -0.41334 -0.18646 -0.28146 0.01595 0.06618 -0.0182 -0.16202 -0.08692 0.29621 0.06337 -0.01477 0.02092 -0.13568 -0.02798 0.03042 -0.12273 0.07679 -0.09019 -0.08131 -0.07107
0 0.49098 0.04414 -0.10469 0.10456 0.13857 -0.27248 0.0268 0.19986 0.10203 -0.07612 0.03637 0.32315 0.15647 -0.04776 -0.00061 -0.03828 -0.04793 -0.04193 -0.06324 -0.03421
0 -0.46667 -0.0288 -0.25248 -0.1097 0.27103 -0.037 0.24305 -0.11434 -0.17715 0.01211 0.01386 -0.02285 0.1664 0.04332 0.05861 0.01441 0.07809 -0.02268 -0.03435 -0.02142
0 0.61117 0.0907 -0.13856 -0.11477 0.06711 0.44615 0.07367 -0.12349 0.10902 -0.14203 -0.09761 -0.15922 0.02338 -0.09457 0.01005 0.06774 -0.02071 -0.00843 -0.0013 0.04991
0 0.62348 0.11925 -0.1886 -0.16078 0.02369 -0.15799 -0.03072 -0.0459 0.02469 0.02526 -0.11176 0.31252 0.10027 -0.05497 -0.06378 0.00044 -0.08796 -0.07638 -0.02852 0.08904
0 0.41454 -0.01323 -0.04038 0.40917 0.24453 -0.07743 0.05214 0.20685 0.09932 -0.05773 -0.03912 -0.05701 0.06225 0.03909 0.084 -0.06214 0.03095 -0.02628 0.03005 -0.02869
1 -0.50187 0.01143 -0.45202 -0.0923 -0.09368 0.02762 0.01705 0.19741 -0.01679 -0.09786 -0.06638 -0.0007 -0.03762 -0.0067 -0.06412 0.03137 0.07787 -0.06524 0.06349 0.02101
1 -0.48594 0.06291 -0.42354 -0.07488 -0.08837 0.04726 -0.0968 0.23341 -0.04091 -0.13704 -0.08953 0.00869 -0.1078 -0.02842 -0.07547 0.00949 0.06841 -0.0627 0.02296 0.0005
0 0.55614 0.13754 -0.19555 -0.23365 -0.11576 -0.35881 -0.1157 -0.12729 -0.10781 0.25029 -0.25225 0.19213 0.01668 -0.03078 -0.08375 0.02857 -0.04828 0.04393 0.02896 -0.05717
1 -0.27012 0.69436 0.44236 -0.06718 -0.00771 -0.03285 0.04004 0.01806 0.08671 -0.01199 -0.03331 -0.03731 -0.02081 0.01705 0.00619 -0.06579 -0.13084 0.04612 0.00529 0.02139
0 0.61398 0.07086 -0.13578 -0.16743 0.02286 0.41889 0.07439 -0.17346 0.10139 -0.14104 -0.14981 -0.22059 -0.01278 -0.1206 0.02354 0.08051 0.0008 0.01419 -0.00066 -0.00663
1 -0.36775 -0.09536 -0.10214 0.08749 0.06786 -0.01771 -0.40439 -0.14607 0.08495 -0.11265 -0.0191 -0.09458 0.10837 0.04533 -0.14988 0.0126 -0.12695 -0.15246 0.0328 -0.12892
0 0.36231 0.11174 -0.09897 -0.06834 -0.09578 -0.06965 -0.09874 0.08223 -0.20601 0.42008 0.20947 -0.27529 0.0138 -0.20186 -0.15774 -0.11854 -0.07098 -0.32559 -0.17954 0.41916
0 -0.19264 -0.03842 -0.20348 0.01626 -0.34525 0.05108 0.02295 0.08904 0.1326 0.18366 0.10327 0.06178 -0.019 -0.03798 0.51967 0.14665 -0.11843 -0.06277 0.23671 0.06467
0 -0.00433 -0.57687 0.40948 -0.10902 -0.11716 -0.06271 0.15492 0.11992 -0.03085 -0.0174 -0.00242 0.00316 -0.10695 -0.0513 -0.05769 0.13742 -0.09841 -0.05283 -0.06291 -0.07336
0 -0.44478 0.10408 -0.11657 -0.19531 0.44106 -0.01028 0.15071 -0.04319 -0.31621 -0.00823 -0.00484 0.03765 -0.05812 -0.05381 0.12851 0.04548 -0.00467 -0.04304 -0.02226 -0.03911
0 -0.40992 -0.2427 -0.25023 0.05844 -0.09584 -0.0661 0.29345 -0.11258 0.2067 0.06088 0.02779 -0.02456 0.0239 0.04501 -0.20999 0.00325 -0.08111 0.05101 0.13402 0.06432
0 -0.00263 -0.56492 0.42776 -0.025 -0.13297 0.02435 0.11188 -0.00674 -0.02083 0.00023 -0.10568 0.04107 -0.03569 -0.02131 0.0134 -0.13136 0.05703 -0.00718 0.00416 0.02024
0 -0.23519 0.16049 -0.23031 -0.02328 -0.38079 0.13121 -0.31454 0.41363 -0.26679 -0.25222 -0.12057 -0.00949 0.02041 0.02353 -0.10286 0.02926 0.03502 0.09826 -0.05099 0.02779
0 -0.21107 0.21242 -0.14899 -0.06554 -0.32004 0.1299 -0.29986 0.41641 -0.31079 -0.24293 -0.11689 0.00256 -0.02461 -0.00537 -0.08912 0.0246 0.0048 0.12499 -0.06876 0.02667
0 -0.25981 0.18203 -0.23832 -0.07913 -0.38234 0.13451 -0.25598 0.4488 -0.30185 -0.2567 -0.13304 -0.01337 0.06656 0.02724 -0.08882 0.03589 0.05083 0.11669 -0.02204 0.05899
0 0.51758 -0.00927 -0.07313 -0.25015 -0.0355 -0.2542 0.01794 0.00958 0.02425 -0.26417 0.38858 -0.22686 -0.15238 0.23288 0.06833 -0.07301 0.08972 0.00076 0.02404 0.00455
1 -0.42033 -0.0709 -0.42548 0.02505 -0.26792 -0.01407 0.26474 0.07985 0.15942 0.04611 0.02053 -0.01072 0.02033 0.02311 -0.12555 0.0421 -0.0237 0.11708 0.02746 0.08453
0 -0.41594 -0.15499 -0.17181 0.08819 0.05489 -0.0279 -0.30569 -0.1372 0.15886 -0.08649 -0.02563 -0.0714 0.05721 0.03649 -0.13878 -0.02214 -0.08706 -0.17457 0.04628 -0.12232
0 0.39199 0.03925 -0.03834 -0.05647 0.00617 0.56644 0.03312 -0.06027 -0.02041 0.15438 0.01463 0.17455 -0.13013 0.38884 -0.04845 0.05911 -0.03329 -0.07479 -0.11732 -0.02209
0 0.17694 0.0519 0.02811 0.06902 -0.09763 0.35407 -0.0221 0.06933 -0.20488 0.27144 0.3856 0.07743 0.03797 -0.14712 -0.14179 -0.21107 0.02126 0.08678 0.17155 -0.35691
0 0.41694 0.05259 -0.04824 -0.06041 -0.01168 0.54829 0.06141 -0.05651 -0.00969 0.08464 0.04893 0.16385 -0.10259 0.34096 -0.05083 0.05316 -0.04472 -0.08389 -0.13042 -0.04343
0 -0.48188 -0.1563 -0.27211 -0.06418 0.18416 -0.03527 0.03242 -0.0808 0.08232 -0.01986 0.00793 -0.01065 -0.02428 0.01293 -0.15591 0.01801 0.02477 -0.04434 0.18192 0.0594
0 0.62801 0.08797 -0.14521 -0.14773 0.03689 0.42624 0.09091 -0.14947 0.11527 -0.19342 -0.094 -0.1871 0.01661 -0.13032 0.01872 0.06639 -0.01662 -0.00626 -0.00946 0.01668
0 0.05248 -0.54874 0.4429 -0.05722 -0.10439 0.02693 0.15848 0.06271 -0.04337 -0.00536 -0.0886 0.04574 -0.10824 -0.05694 0.00135 -0.09446 0.05233 0.03238 -0.02618 0.00471
0 0.4783 0.09083 -0.13514 -0.28921 -0.17713 -0.39601 -0.11116 -0.16793 -0.12983 0.09679 -0.02639 0.14847 -0.07551 0.06527 -0.02419 -0.04315 0.05845 0.11232 0.10216 -0.09055
1 -0.48852 0.00348 -0.45241 -0.05854 -0.10083 0.02845 -0.02337 0.20041 0.01557 -0.09881 -0.06473 0.00363 -0.07359 -0.01144 -0.0736 0.02636 0.06903 -0.06753 0.05022 0.01103
1 -0.18746 0.6524 0.44313 -0.04301 -0.08411 -0.03703 0.03922 0.00984 0.15981 0.0535 0.05496 0.04378 0.06458 -0.03653 -0.08635 0.21078 0.34196 -0.1169 0.00384 -0.033
0 0.13297 0.1197 -0.00484 0.61299 -0.1255 -0.11602 0.03159 -0.19455 -0.16479 -0.08738 -0.00834 0.14645 -0.0558 -0.09195 0.01791 0.09025 0.10729 -0.02441 -0.01878 0.04048
0 -0.41393 -0.0583 -0.15001 -0.0701 0.37671 0.00952 -0.1348 0.00987 -0.00586 -0.02618 -0.00148 0.06678 -0.28549 -0.07297 -0.10637 0.0482 -0.05086 -0.05096 0.12378 0.01476
